,cum_positive_density,cum_deceased_density,cum_recovered_density,air_passengers.tsv,available_hospital_beds_nuts2.tsv,causes_of_death_crude_death_rate_3year_average_by_nuts2.tsv,compensation_of_employees_by_nuts2.tsv,deaths.tsv,early_leavers_from_education_and_training_by_sex_percentage_nuts2.tsv,employment_thousand_hours_worked_nuts2.tsv,farm_labour_force.tsv,health_personnel_by_nuts2.tsv,hospital_discharges_resp_diseases_j00_to_j99_nuts2.tsv,life_expectancy.tsv,longterm_care_beds_per_hundred_thousand_nuts2.tsv,nama_10r_2gdp.tsv,participation_in_education_and_training.tsv,population_nuts2.tsv,pop_density.tsv,pupils_and_students_enrolled_by_sex_age_and_nuts2.tsv,real_growth_rate_of_regional_gross_value_added_GVA_at_basic_prices_by_nuts2.tsv,stock_of_vehicles_by_category_and_nuts2.tsv,students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2.tsv,unemployment_rate_nuts2.tsv,utilised_agricultural_area.tsv,young_people_neither_in_employment_nor_in_education_and_training_by_sex_NEET_RATE_nuts2.tsv
ITF4,0.0647051011748397,0.0016869429502656,0.0624720328939962,-0.06461853250036402,-0.803419839182421,-0.2595987076068925,0.3093193105761128,1.3430557146401372,0.880868230184678,0.8322971575021959,0.7599642827607107,1.0779108240485247,0.5841472050593672,0.7346471172895342,-1.2143837998369933,0.4381119737343101,-0.9120343517895398,1.3464445275987724,-0.1425310953996298,0.8638005588886032,-1.0696084160884995,1.4524839157712413,0.3038260078115807,1.3445105267802688,0.6700801058777073,2.0423683682352616
CH04,0.0753348167156616,0.0009212129086745,0.0,1.7433240997951476,-0.06269325457476083,-1.3054094801409775,1.5009357754605748e-16,-0.3761851952139549,-1.3347254000575297,-3.7600225774458976e-16,-0.4092685992308315,0.08128410077753151,-0.5962840961511301,0.8421564515270253,1.2913461303010327,-1.2934638600629925e-16,2.5032391092077133,-0.1108869002300863,0.7773697499517875,-0.09626057877612795,-2.5295773818088987e-15,0.0,0.28434423559748206,-0.6804097425675986,-0.674331748838415,-0.8202851463165588
ITF6,0.0373964553273041,0.0006625803147652,0.0353052357043677,-0.4356905299320802,-1.007950994551719,-0.054666562756600985,-0.45192113257979777,0.17087127105432942,1.0735285458579138,-0.27727802896702824,0.16530260044706285,-0.034015028856038236,-0.6110568595683634,0.4121191145770555,-1.2504799298032603,-0.3415247097531803,-0.8995698501070682,0.1033242724536223,-0.24536840276663358,-0.13481351510118714,-1.7638208323551485,0.3548405318331351,-0.3069077553262626,2.6179139951330517,-0.16015988799749417,2.7138549951054416
ES70,0.034972409378308,0.0003674577289503,0.0006870833690956,2.410832554191545,-0.7588096839965207,-1.2071471440204529,-0.09183884892406957,-0.10126723977078751,1.38178505093509,-0.003177291166411774,-0.3532310960112709,0.18236826922340088,-0.21584683337492175,0.6629742277978717,-0.626699781142964,-0.10073583650589117,-0.3262027727133687,0.3103195105562203,-0.023941622645152257,0.2583127404279351,0.3722173715422373,0.44142418786933524,0.02011843361313382,3.1398006624907495,-0.7000566770888985,1.5122473470219615
ES41,0.1147724968111116,0.0029038352863669,0.0036296899979885,-0.6925865281540375,-0.41514842322367645,0.8508445106107455,0.07182929036374668,0.6993981065356107,0.842336167050031,0.22639314901902993,0.20714393618433474,0.5319988802542133,0.5808014572471017,1.0930115647478416,1.0525994977065836,0.12380180240201438,-0.30127376934842515,0.4095152179681824,-0.37458738549802434,0.28280884206074747,-0.19739281616373278,0.5133960579785711,0.5544951175684587,0.9478766595884185,5.644622981121967,0.09859129045316117
ES51,0.1080578144119948,0.0019343082672141,0.0034241777817736,3.5539963495581057,-0.21696518810929125,-0.5933140657060536,3.5777435845419783,2.9123301459914184,1.2276567983965014,3.819484562646961,-0.04772293031055552,4.2735489674168035,4.396189316268028,0.9496657857645165,0.38696734970702135,3.2707197541029744,-0.3511317760783121,3.579528464745512,-0.10244631681199322,4.315228927596837,0.2832157797131795,3.023617944303958,4.234720663456584,1.052253993059958,0.5983624907598258,1.0351384279299916
ES30,0.120138554999001,0.002301592336108,0.0060375855112176,3.9481531118573687,-0.8628223956962832,-1.371618326938764,3.863162336140948,1.8387233381924666,-0.19802953758544048,3.6026979700935216,-0.38602341271012486,3.9206158906555153,3.4696230644435757,1.4872124569519776,0.25682616761242716,3.3296569666588134,-0.05198373569899058,3.0330178600782505,0.6680010569363191,3.547095263020584,0.8884266041507707,3.2020463341137075,4.642172304472543,1.03137852636565,-0.39520538718171005,-0.2194813222748187
ES53,0.0668830659315699,0.0007078403435957,0.0012661834851019,2.430329821816162,-0.779192914172846,-1.4139184235040165,-0.3830666436316162,-0.5806287882305543,1.9790320295221202,-0.4262194384146182,-0.3662650041675242,-0.44438229223429765,-0.48865396268271555,0.9138293410186878,-0.5423372719853177,-0.3383271190462746,-0.18909325420617956,-0.3092300196665355,-0.09847625886880877,-0.2971596198887755,0.6748227837610341,-0.1836232432038993,-0.5954345766106077,1.7828953273607355,-0.5499300614709542,1.2471868364153114
CH06,0.0731059560761061,0.0009866147635665,0.0263919449254055,0.0,-0.5291780366100907,-1.2589494361909435,1.5009357754605748e-16,-0.7085450060968315,-1.238395242220912,-3.7600225774458976e-16,-0.36452161517847126,-0.68933909815568,-1.026392845678663,0.9855022305103504,1.2363239213794803,-1.2934638600629925e-16,1.9174075301315423,-0.5457343432087107,-0.161612986803968,-0.5433609451603331,-2.5295773818088987e-15,0.0,-0.654739985509027,-0.9726662762879094,-0.6024689318677555,-0.9263093505592188
ITH4,0.0894922634088753,0.0031495188258156,0.085803869290409,-0.6506284082258611,-0.5499689313899424,0.6763018761292795,-0.3190227685077248,-0.1900859366764884,-0.48702001109529364,-0.398455051756945,-0.290801166498516,-0.39326586614519327,-0.5490833154765552,0.8063200067811966,0.06968724515893769,-0.24993321095790794,-0.5131702979504447,-0.311952068443096,-0.20259423008845268,-0.4822653937883693,-1.034007779356876,-0.17200223206519027,-0.49002549233236276,-0.4090286755415957,-0.5077610233933743,-0.025103614496608723
NL13,0.0745905258850839,0.0007150351845925,0.0,-0.697655817736438,0.0,0.2646422407152641,-0.677710551758127,-0.7567838115789959,-0.8723406424417645,-0.885795700516605,-0.40860445104452553,-0.8685337604006301,-1.1589359320876385,0.08959111186458193,0.0,-0.6600614179763797,0.6584928602018981,-0.7421033886821187,-0.17108989931350507,-0.7040946483214577,-1.016207460991063,-0.7156962334006176,-0.7391655491894656,-0.805662542733446,-0.5814630638325535,-0.9793214526805489
ES52,0.0914596962106964,0.0014826992244113,0.001982367073539,1.1135623555200094,-1.1027621337718836,-0.46396159649926705,1.1689545471243885,1.6442239803648921,0.8616021986173544,1.6143544181021345,0.3396414993523624,1.7467319272031547,1.8674216467145763,0.6629742277978717,-0.39056280118796766,1.1232452478367065,-0.10184174242887754,1.996039222062078,-0.13049285518481243,2.3556338201426024,0.31881641644480313,1.873504429258188,2.1052687598751705,1.803770794055043,0.008455763540835224,0.15160339257449132
ES43,0.0827822395734755,0.0017147231724921,0.0024972245213888,0.0,-0.500932703365754,0.22987383836245798,-0.6253466489640518,-0.37890287439604864,1.420317114069737,-0.6129462814635607,0.012797573166569886,-0.6073517967599535,-0.6013799274344266,0.5196284488145467,1.1532784331800627,-0.5716063562101803,-0.31373827103089685,-0.39902684098351643,-0.3740751199569683,-0.37917504877331826,-0.07279058760305145,-0.3005229749911941,-0.49491300070842953,2.9727969289362863,2.251800188650501,0.9644556251015517
ES23,0.1127271461173484,0.0024752240204348,0.0098344258714719,0.0,-0.5697115457607259,0.015176764387889657,-0.838090475593148,-0.8800676217485223,0.6882079145114425,-0.9532368312889161,-0.36784235611000077,-0.9182143318243103,-1.1084408766440637,0.9138293410186878,0.7733910545621095,-0.7815615095397919,-0.28880926766595344,-0.8494103064205094,-0.3272028229503389,-0.83459582098639,-0.4999982283825296,-0.8185268016284775,-0.46640708593405117,0.6764955925624159,-0.5020618506718418,-0.3608469279316988
ITF2,0.0462903805454618,0.0016371840434452,0.0442572109305328,0.0,-0.7051144319320295,0.691365264554173,-0.8875168509061814,-0.8481966567948772,-0.46775397952797015,-0.9890875130989171,-0.29810679654788097,-0.9009840758392189,-1.2478298778073666,0.6988106725437004,-1.5812473045346855,-0.8238181676051838,-0.7126023248699923,-0.8587162238946012,-0.3200311053755541,-0.9134587979730392,-0.9984071426252524,-0.7641184742381337,-0.8255297335106906,0.40511452553641286,-0.552446893585771,2.5371479880343415
